Job Nature,Position Level,Job Category,Qualification,Salary,Company,Title,Description
Permanent,Experienced,"

IT-Hardware, 
    
IT-Administration, 
    
Electrical/Electronics, 
    
IT-Software/Development

","Diploma, Bachelor's / Honours","

        5,000 SGD - 7,000 SGD / Year
      
      
",OakTree Consulting,"Senior Software Engineers(C++, Go, Node.js, Javascript, Solidity, Python)","['', 'Responsibilities: ', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Gather and analyze business/technical requirements', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Perform quality coding/development', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Testing', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Implementation/Deployment', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 System \xa0Documentation', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Software support\n\n\n\n', 'Requirements: ', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Minimum 1-2 Years’ experience in software development', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Diploma or higher in Computer Science or Software Engineering', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Applications Development/Support experience. Able to work in iterative Sprints', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Programming Languages : \xa0C++, Go, Node.js, Javascript, Solidity, Python', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 IDE : Visual Studio Code, ReactJS Framework', '', 'Advantageous if you have;', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Good understanding and knowledge of Blockchain concepts', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Preferred skills: Transactional Platform, Blockchain, Hyperledger, Ethereum, PKI, MySQL, MariaDB, MongoDB, MS-SQL', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Experience with Node.js and ReactJS Framework is highly desirable.', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Knowledge of massively scalable systems, middleware etc would be a big plus', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Working knowledge of Linux, Ubuntu, Docker, Windows and using a Vagrant or other cloud environment', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Comfortable with using Github or other repository platform', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Good communications and Inter-personal skills', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Excellent analytical, Problem-solving and Decision making skills', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Ability to work well within a software development team and meet project timelines', '']"
Permanent,Experienced,"

IT-Hardware, 
    
IT-Administration, 
    
Electrical/Electronics, 
    
IT-Software/Development

","Diploma, Bachelor's / Honours","

        5,000 SGD - 7,000 SGD / Year
      
      
",OakTree Consulting,"Senior Software Engineers(C++, Go, Node.js, Javascript, Solidity, Python)","['', 'Responsibilities: ', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Gather and analyze business/technical requirements', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Perform quality coding/development', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Testing', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Implementation/Deployment', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 System \xa0Documentation', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Software support\n\n\n\n\n', '', 'Requirements: ', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Minimum 1-2 Years’ experience in software development', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Diploma or higher in Computer Science or Software Engineering', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Applications Development/Support experience. Able to work in iterative Sprints', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Programming Languages : \xa0C++, Go, Node.js, Javascript, Solidity, Python', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 IDE : Visual Studio Code, ReactJS Framework', '', 'Advantageous if you have;', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Good understanding and knowledge of Blockchain concepts', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Preferred skills: Transactional Platform, Blockchain, Hyperledger, Ethereum, PKI, MySQL, MariaDB, MongoDB, MS-SQL', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Experience with Node.js and ReactJS Framework is highly desirable.', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Knowledge of massively scalable systems, middleware etc would be a big plus', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Working knowledge of Linux, Ubuntu, Docker, Windows and using a Vagrant or other cloud environment', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Comfortable with using Github or other repository platform', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Good communications and Inter-personal skills', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Excellent analytical, Problem-solving and Decision making skills', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Ability to work well within a software development team and meet project timelines', '']"
Permanent,Experienced,"

IT-Hardware, 
    
IT-Administration, 
    
Electrical/Electronics, 
    
IT-Software/Development

","Diploma, Bachelor's / Honours","

        4,000 SGD - 7,000 SGD / Year
      
      
",OakTree Consulting,"Senior Software Engineers(C++, Go, Node.js, Javascript, Solidity, Python)","['', 'Responsibilities: ', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Gather and analyze business/technical requirements', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Perform quality coding/development', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Testing', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Implementation/Deployment', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 System \xa0Documentation', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Software support\n\n\n\n\n', '', 'Requirements: ', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Minimum 1-2 Years’ experience in software development', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Diploma or higher in Computer Science or Software Engineering', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Applications Development/Support experience. Able to work in iterative Sprints', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Programming Languages : \xa0C++, Go, Node.js, Javascript, Solidity, Python', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 IDE : Visual Studio Code, ReactJS Framework', '', 'Advantageous if you have;', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Good understanding and knowledge of Blockchain concepts', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Preferred skills: Transactional Platform, Blockchain, Hyperledger, Ethereum, PKI, MySQL, MariaDB, MongoDB, MS-SQL', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Experience with Node.js and ReactJS Framework is highly desirable.', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Knowledge of massively scalable systems, middleware etc would be a big plus', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Working knowledge of Linux, Ubuntu, Docker, Windows and using a Vagrant or other cloud environment', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Comfortable with using Github or other repository platform', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Good communications and Inter-personal skills', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Excellent analytical, Problem-solving and Decision making skills', '□\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Ability to work well within a software development team and meet project timelines', '']"
Permanent,Experienced,"

IT-Software/Development, 
    
Training

","Diploma, Bachelor's / Honours",0.0,ANTlabs Pte Ltd,Software Deployment Engineer,"['In line with our expansion and quest for quality excellence, we are looking for qualified and talented individuals to join as:\n\n', '', 'SOFTWARE DEPLOYMENT ENGINEER\n\n', '', 'Qualifications', '1) Some knowledge of modifications/coding for PHP, html, CSS, image manipulations and able to\xa0 \n\xa0 \xa0 work with SQLs.', '2) Knowing other programming languages like java, python, ruby is additional plus', '3) Basic knowledge scripts in linux based environment eg. bash, perl etc', '4) Basic Knowledge of LAN and WAN technologies.', '5) Ability to work in a fast paced, dynamic environment.\xa0', '6) Good time organisation and management.', '7) Excellent customer service, organization and communications skills.\n\n', ' ', 'Scope of Work', '1) Work closely with multiple teams for software development, integration and deployment of \n\xa0 \xa0 ANTlabs product customisations to fulfill customer requirements.', '2) Need to work with customer to gather required deployment/customizations required.', '3) Handling of customer enquiries.', '4) Ensure good quality of work delivered and on time.', '5) Support software customisations via enhancing, bug fixing and code corrections.', '6) Need to conduct handover and trainings to internal or external parties.', '7) Required to document customisations and changes required for external and internal use.', '8) Required to travel for projects when necessary.\xa0']"
Permanent,"Experienced, Manager","

IT-Management, 
    
IT-Software/Development

","Diploma, Bachelor's / Honours, Masters / PhD","

        3,500 SGD - 7,000 SGD / Month
      
      
",3top Consulting Pte Ltd,"R&D Software Engineer - C++, Computer Vision, Machine Learning, Deep Learning","['Responsibilities:  ', 'We are a strong start-up based in Singapore, working on computer vision and machine learning applied to videos. We have developed our own computer vision/ machine learning algorithm and systems platform to detect anomalies in videos and we have already analysed at least a few hundred thousand hours of surveillance video in real time and are quickly expanding worldwide. ', 'The company consists of people with varying backgrounds and nationalities worldwide including PhDs with deep technical expertise. Technical competence and strong practical implementation skills related to software development is highly regarded, along with the ability to work in a team. ', 'The engineer will be responsible for working on the intersection of computer vision and machine learning, in order to bring our products to the next level with new features and capabilities. It involves adapting and trying out the state of the art. We expect a baseline level of implementation capability as we believe that it is fundamental to iterating quickly on research ideas and also have a realistic appreciation of the state of the art methods in real life deployment scenarios. ', 'General Requirements:  ', '\uf0b7 Any Bachelors with coursework in programming and mathematical subjects. Masters/PhD are preferred. ', '\uf0b7 A solid programming and implementation baseline in C++ is essential. ', '\uf0b7 Additional experience in Python / .NET is desirable. ', '\uf0b7 Good fundamentals in algorithms and data structures. ', '\uf0b7 Some mathematical background (e.g. linear algebra, probability, optimization). ', '\uf0b7 Good problem solving skills, with a rigorous approach to engineering. ', '\uf0b7 Intuition and experience in deep learning. ', '', 'Interested candidates please send in an updated Word CV with a recent photograph attached to ', '[Click Here to Email Your Resume]\nEA License: 10C3108', 'EA Registration No: R1106538', '']"
Permanent,Experienced,"

Assembly/Process/Production, 
    
IT-Management, 
    
IT-Software/Development, 
    
Sciences

",Bachelor's / Honours,0.0,Illumina Singapore Pte Ltd,"Software/Systems Engineer, Laboratory IT","['Position Summary:', 'This Software Engineer role will be a key member of the newly formed Global Lab IT group based out of our Singapore offices.', 'All About You', 'Responsibilities:', 'Requirements:', '', '']"
Contract,Experienced,"

IT-Software/Development

",Diploma,"

        3,000 SGD - 4,000 SGD / Month
      
      
",ServLink Technology Resources Pte Ltd,Software Support Engineer,"['Responsibilities:', '', '', '', '\nRequirement:', '']"
Permanent,Experienced,"

IT-Software/Development

",Bachelor's / Honours,0.0,HackerTrail,Senior Software Development Engineer-Full Stack,[]
0.0,0.0,0.0,0.0,0.0,0,About Adecco,"['Career opportunities with us stretch across various functions and levels. So whether you’re looking to join as a recruitment consultant or seeking to expand your finance, marketing, sales and IT career, we’ve got the opportunities for you.  \n\nIf you are passionate about your success as you are about helping others, you’ll feel right at home.  \nLet’s work together. \n                ']"
Permanent,Experienced,"

Business Development, 
    
Research & Development (R&D)

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Keysight Technologies,Full Stack Software Developer,"['', 'Job Description', '', ""Keysight Technologies has been unlocking electronic measurement insights for 75 years. We are the world's leading electronic measurement company, transforming today's measurement experience through innovation in wireless, modular, and software solutions. With our HP and Agilent legacy, our 9,500 Keysight employees serve customers in more than 100 countries, delivering solutions in wireless communications, aerospace and defense and semiconductor markets with world class platforms, software and consistent measurement solutions."", 'Keysight Singapore Center of Excellence is a new software development center in Singapore, chartered to create a new generation of software for electronic product design and test for customers around the world. With strong collaborations & partnerships with local universities here in Singapore, the center will attract top local graduates from computer science, artificial intelligence, systems programming and electrical/electronic/computer engineering schools.', 'In our software team, DTS (Design and Test Software), it is our goal to be the undisputed leader in electronic product software solutions across the customers’ workflow from early design through manufacturing test.\xa0 We are recruiting experienced software engineers with the skills, background and drive to help bring our visions forward and deliver them to our customers. The team operates in a fast-paced environment that focuses on technology to drive business objectives.', 'The ideal candidate should have over 5 years of software engineering experience in pc-based development, using a variety of standard tools with a creative edge and strong problem-solving skills. The candidate must be able to design, develop, document, test, and maintain software with high levels of quality and performance. The engineer must be self-directed and ensure the software delivered matches the customers’ needs. The individual should be comfortable with direct communication with all levels of technical and business resources and work collaboratively with worldwide teams.', 'Responsibilities', 'As our Software Engineer, your roles & responsibilities are as below:', '', '', '', 'Job Qualifications', '', '', 'Preferred', '', '', '', 'Job Function', '', 'R&D', '', '', '', '', 'Shift:']"
